date,state_id,store_id,dept_id,cat_id,item_id,wm_yr_wk,d,ventas,sell_price,year,month,wday,weekday,event_name_1,event_type_1,event_name_2,event_type_2
2015-12-01,CA,CA_3,FOODS_3,FOODS,FOODS_3_090,11544,d_1768,57,1.5,2015,12,4,Tuesday,,,,
2015-12-01,CA,CA_3,FOODS_3,FOODS,FOODS_3_120,11544,d_1768,109,4.98,2015,12,4,Tuesday,,,,
2015-12-01,CA,CA_3,FOODS_3,FOODS,FOODS_3_202,11544,d_1768,17,4.58,2015,12,4,Tuesday,,,,
2015-12-01,CA,CA_3,FOODS_3,FOODS,FOODS_3_252,11544,d_1768,29,1.58,2015,12,4,Tuesday,,,,
2015-12-01,CA,CA_3,FOODS_3,FOODS,FOODS_3_288,11544,d_1768,25,1.5,2015,12,4,Tuesday,,,,
2015-12-01,CA,CA_3,FOODS_3,FOODS,FOODS_3_329,11544,d_1768,17,2.98,2015,12,4,Tuesday,,,,
2015-12-01,CA,CA_3,FOODS_3,FOODS,FOODS_3_555,11544,d_1768,36,1.68,2015,12,4,Tuesday,,,,
2015-12-01,CA,CA_3,FOODS_3,FOODS,FOODS_3_586,11544,d_1768,60,1.68,2015,12,4,Tuesday,,,,
2015-12-01,CA,CA_3,FOODS_3,FOODS,FOODS_3_587,11544,d_1768,33,2.48,2015,12,4,Tuesday,,,,
2015-12-01,CA,CA_3,FOODS_3,FOODS,FOODS_3_714,11544,d_1768,28,1.58,2015,12,4,Tuesday,,,,
2015-12-01,CA,CA_4,FOODS_3,FOODS,FOODS_3_090,11544,d_1768,18,1.5,2015,12,4,Tuesday,,,,
2015-12-01,CA,CA_4,FOODS_3,FOODS,FOODS_3_120,11544,d_1768,6,4.98,2015,12,4,Tuesday,,,,
2015-12-01,CA,CA_4,FOODS_3,FOODS,FOODS_3_202,11544,d_1768,7,4.58,2015,12,4,Tuesday,,,,
2015-12-01,CA,CA_4,FOODS_3,FOODS,FOODS_3_252,11544,d_1768,3,1.58,2015,12,4,Tuesday,,,,
2015-12-01,CA,CA_4,FOODS_3,FOODS,FOODS_3_288,11544,d_1768,4,1.5,2015,12,4,Tuesday,,,,
2015-12-01,CA,CA_4,FOODS_3,FOODS,FOODS_3_329,11544,d_1768,2,2.98,2015,12,4,Tuesday,,,,
2015-12-01,CA,CA_4,FOODS_3,FOODS,FOODS_3_555,11544,d_1768,2,1.68,2015,12,4,Tuesday,,,,
2015-12-01,CA,CA_4,FOODS_3,FOODS,FOODS_3_586,11544,d_1768,4,1.68,2015,12,4,Tuesday,,,,
2015-12-01,CA,CA_4,FOODS_3,FOODS,FOODS_3_587,11544,d_1768,21,2.48,2015,12,4,Tuesday,,,,
2015-12-01,CA,CA_4,FOODS_3,FOODS,FOODS_3_714,11544,d_1768,6,1.58,2015,12,4,Tuesday,,,,
2015-12-02,CA,CA_3,FOODS_3,FOODS,FOODS_3_090,11544,d_1769,96,1.5,2015,12,5,Wednesday,,,,
2015-12-02,CA,CA_3,FOODS_3,FOODS,FOODS_3_120,11544,d_1769,53,4.98,2015,12,5,Wednesday,,,,
2015-12-02,CA,CA_3,FOODS_3,FOODS,FOODS_3_202,11544,d_1769,10,4.58,2015,12,5,Wednesday,,,,
2015-12-02,CA,CA_3,FOODS_3,FOODS,FOODS_3_252,11544,d_1769,34,1.58,2015,12,5,Wednesday,,,,
2015-12-02,CA,CA_3,FOODS_3,FOODS,FOODS_3_288,11544,d_1769,49,1.5,2015,12,5,Wednesday,,,,
2015-12-02,CA,CA_3,FOODS_3,FOODS,FOODS_3_329,11544,d_1769,32,2.98,2015,12,5,Wednesday,,,,
2015-12-02,CA,CA_3,FOODS_3,FOODS,FOODS_3_555,11544,d_1769,29,1.68,2015,12,5,Wednesday,,,,
2015-12-02,CA,CA_3,FOODS_3,FOODS,FOODS_3_586,11544,d_1769,53,1.68,2015,12,5,Wednesday,,,,
2015-12-02,CA,CA_3,FOODS_3,FOODS,FOODS_3_587,11544,d_1769,24,2.48,2015,12,5,Wednesday,,,,
2015-12-02,CA,CA_3,FOODS_3,FOODS,FOODS_3_714,11544,d_1769,27,1.58,2015,12,5,Wednesday,,,,
2015-12-02,CA,CA_4,FOODS_3,FOODS,FOODS_3_090,11544,d_1769,24,1.5,2015,12,5,Wednesday,,,,
2015-12-02,CA,CA_4,FOODS_3,FOODS,FOODS_3_120,11544,d_1769,5,4.98,2015,12,5,Wednesday,,,,
